Number;neighbourhood_group;neighbourhood;latitude;longitude
34;Ciutat Vella;la Barceloneta;41.3771854303071;2.1886378315078687
34;Ciutat Vella;la Barceloneta;41.379428708824214;2.1909390938124385
34;Ciutat Vella;la Barceloneta;41.3802403701768;2.1891751551435967
34;Ciutat Vella;la Barceloneta;41.38040151709538;2.189376097055971
34;Ciutat Vella;la Barceloneta;41.379694095113905;2.1926644305689056
34;Ciutat Vella;la Barceloneta;41.38083311807142;2.198706162399361
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38814754186592;2.1822167316229364
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388180083571484;2.1761486799941268
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3890241304403;2.176046794784683
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38964782355289;2.17828490429435
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38932765235431;2.178799651244182
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388795042301126;2.179942935764808
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389180423506154;2.1839668497090288
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38508767709691;2.1832628014808644
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38317581443838;2.182430754291568
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38957234479331;2.177170340580863
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38440783111954;2.1828690444592125
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38448751915117;2.1838346184584534
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38771141035282;2.1779780219624465
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387660384332115;2.179655782438846
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389065392328625;2.1762250065314417
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384829827250954;2.1817624615811932
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388935284204855;2.1815554377738215
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386908237842505;2.1825403010158597
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38488847348576;2.1815901228335397
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388971136484734;2.1825572565336584
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388939720041705;2.1800938947887576
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388691667109406;2.1757132709816456
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38802891322649;2.177320894137426
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38889985527071;2.1798891116364607
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3891163814946;2.1786708011845852
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3884448516831;2.178154213584431
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38704376235426;2.17603771394161
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386708617632245;2.1778675770607987
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38339210272991;2.181769259803918
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386696154100655;2.1835141702087024
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38471834897771;2.181491011573481
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389929189991776;2.1829152342256632
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38904465001706;2.1818060438469207
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38383201594431;2.1827297905387573
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386011856153345;2.181898311148783
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3838084321201;2.1833561376775887
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38718782670785;2.1820064871231573
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38849105852171;2.183863892146279
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38735168437315;2.1822963298861713
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38692739477743;2.182623324331181
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384937096746526;2.1836774349935366
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382209109510725;2.1819618792398465
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387830503667814;2.1821546757018027
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38353684129229;2.1814667123663303
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387009174635914;2.1827393664920924
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386304362457295;2.182145252113567
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388730722622014;2.1771242960088464
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38370363578434;2.1829865922216585
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38467967651463;2.1842395616632055
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38758207575119;2.1797604260197274
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38796988089323;2.181921151925159
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38792433256594;2.181496405231504
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38415798078889;2.1842261945864663
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.390456365232986;2.181541669174091
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382814852261205;2.181483413064863
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38487401653021;2.181411955335387
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39050603441825;2.183148671469985
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38986391097099;2.181084596389966
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38496492988082;2.1798065739912897
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385230921249395;2.18375185836574
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38406281369202;2.1792570659374064
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38527827823081;2.1781880065101205
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38370804536285;2.180427405473842
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3860606131402;2.1789465474535037
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38600139129049;2.1809352761568883
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38842981372323;2.175369583964449
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38857166838453;2.1786877820992188
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38610784104873;2.182975109871225
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389585008942255;2.1781484686641814
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38463021852785;2.182774980618667
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.390962141407634;2.180215990901772
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385703421617436;2.177313960688665
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387426995873334;2.176301302106407
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3856773126009;2.178285348035989
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38888279190509;2.1769862414821937
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3867677192763;2.1760515140905112
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386765205174925;2.180983661060015
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384058015311574;2.1822485556046187
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38632167694459;2.182347348402487
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38471034583187;2.1835888387611897
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38764574247493;2.178128586000789
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38903609487217;2.1785600570199266
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386861229124094;2.176268810697673
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3892288879964;2.180641883253727
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38272254277738;2.1820924806091235
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38517872051108;2.1797203830617233
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38331089603971;2.179832337548519
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384040962246544;2.1790510582529
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38491497450906;2.1802702638545854
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38541582352839;2.180665849289274
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38512936548096;2.179924122439785
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38486714828807;2.1797251201706374
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384091744804266;2.1812304586574225
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38632644708837;2.181052742659206
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38867594791054;2.177911725277231
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.390535287466655;2.1807643833556876
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38781690038279;2.176285853095855
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38401181614165;2.180335817595568
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385615587121144;2.1822400928297685
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38890271869478;2.17847789066283
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38702486306635;2.181496627210003
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38749451279443;2.181676433132019
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38321177694905;2.180862303671713
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38463144451421;2.179332406037189
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38581066439343;2.1785858852302082
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386705355627164;2.175210546384851
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38513262427919;2.177710999143868
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38344041942623;2.1807974978230713
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386229118598926;2.1818920946051596
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38502279587902;2.1778225586905666
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38479573062276;2.180729647088263
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382942414026466;2.1809977088517853
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384822479280075;2.179823969461126
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384069269178184;2.1832642496042913
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38551958855635;2.183588933151178
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38633085089154;2.1804946874230313
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384972451134345;2.180706215626768
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38564571668613;2.180617839537472
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38661677871174;2.1801001671350098
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388001435327745;2.1756262501887673
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382956737263655;2.185808121260746
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38380804895449;2.181965963687389
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38321908596192;2.1822925856971427
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38364919059383;2.1832161533401107
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384884711918936;2.180310437257217
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38633067813468;2.178274493677597
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384009896110506;2.180318107688753
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384392632519855;2.180627728099103
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38711604662436;2.1810223840224907
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38783530658915;2.178244799340149
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38900558138273;2.178955229715439
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38903350472822;2.1773492166159016
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38567200986432;2.1781710777524075
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38624092545008;2.1811904284977937
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387120962141715;2.18096431921312
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383864433573905;2.1814807059629655
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38676129319295;2.177877478074977
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38317005541152;2.1827104703865388
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386938248292225;2.1765755332680157
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387492126400765;2.1769574293271017
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38660807161737;2.1791461593922934
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38950462618889;2.1785788755366746
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38945885664671;2.1773990721646643
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38523277912988;2.1797269813692473
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385042890080484;2.1795006303940285
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388764071539015;2.1776750065577253
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38878074562997;2.1799829187029296
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388972655937906;2.1753637115289997
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385072556364904;2.1783283221072085
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39051726651178;2.181230203186885
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3834208974457;2.1798275886552716
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386392200839865;2.1767929873044376
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38432252654638;2.179828602391794
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382718126092264;2.1808918750611186
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38260445290938;2.185262607550994
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38843749231132;2.1821917050341906
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38930865154023;2.180664159101975
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38697330115507;2.175884012730313
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38724083106175;2.1803814367171466
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386563626768584;2.1788879035382593
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387955498529145;2.178383986991996
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38522088110242;2.180474154612915
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38742222313444;2.1772580725236694
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388208654431715;2.1748477315727346
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38603598829836;2.177324120212572
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384974471595655;2.1800575813553236
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38310345392253;2.180971253619543
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38527905948936;2.1832415527385987
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38346296947362;2.1826502863013366
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38976852307416;2.179100762370289
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38476470050248;2.1829357718987374
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38771743982356;2.1801687020890825
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38465916008522;2.1843747316937
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3833259485612;2.1819861797870623
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38514316142102;2.181943472953357
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38439587070364;2.1821165048946822
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389561124312195;2.178424831960347
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38901766368108;2.177917717432156
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38927757428156;2.178387231722733
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38708434188097;2.179327075635345
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3891355967015;2.1791381418988722
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38453501284349;2.1792079003782505
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385034473485895;2.1806690966734736
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38463742295306;2.1810121315633024
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389417997495165;2.177214056903728
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385421800052974;2.181200052050675
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38896555980834;2.177515425262642
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38835127945106;2.176638271061089
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384257545191744;2.1812791196954358
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3891039094869;2.1781594390724845
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39027956606779;2.1781385427809608
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38667482422094;2.18052599607319
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383868770615315;2.182367228880754
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38679434549675;2.1812116109023267
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38777595186421;2.1809181391560726
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384942074836005;2.1817151368557375
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38648474724325;2.181088046138125
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3881747717133;2.177626814559924
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38681231750715;2.1792698462797033
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382716894255154;2.185904763447622
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38577704097616;2.182062561153146
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39036783672582;2.1789145933152603
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382746158122565;2.18179957939104
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38297698247238;2.1803869887878253
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38802669979952;2.176776505195506
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38340568679079;2.1811946361577546
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3872675588045;2.178192037633203
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38678303599499;2.177825676720958
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3863853293718;2.1805222309731103
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385887484230835;2.181137883187298
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387685262938426;2.1816925632357926
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38817349053223;2.176756340162029
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38832272512655;2.175525681530687
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384187319327815;2.180188662190274
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38538932351936;2.178204141766734
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385622915457404;2.1804045416053057
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3853921289666;2.183441925186313
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38876510219343;2.17892820155925
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384156012643444;2.182047086277542
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386216971681;2.1762598286924155
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389893422436195;2.1818137875627706
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38474159468557;2.1806610047306285
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38721305860798;2.1764130495736516
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38421576104276;2.1843429231551226
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38589765360203;2.180951140115552
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38725971815886;2.183139437238917
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38564574490842;2.1776571950502084
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38539633581186;2.1800612872201444
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38392493079181;2.18671429718459
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38487271983079;2.1803283198446346
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38346708297179;2.1804478337940703
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38855243452135;2.1773274487984224
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38588215409503;2.1768477853037904
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39102511468998;2.186358743761721
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38188633480069;2.181981471893935
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38540459534188;2.18092112118946
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388451750864874;2.1803066646906393
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38508519111456;2.1811310165327917
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38552803432043;2.1822935677319837
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38590660244425;2.184225047420468
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38709095472114;2.1811191046187455
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.381710132111266;2.182275489873296
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38912596218567;2.17803143399803
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383472375203056;2.1866350092507965
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38502917449163;2.1822395231260843
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384934984391194;2.1821545406502207
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382062009399355;2.1822401951367723
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3871426646044;2.1755131868762607
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.39083219701003;2.1797776602586683
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.389772712712066;2.1791080838547563
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3885839167979;2.1764345017655486
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38521453683476;2.1844841263520176
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38941718602969;2.178920608637593
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.386975789347716;2.176184693532617
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38716075933881;2.1747083994184018
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38550231501471;2.181354802257417
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38870857160784;2.180969950360751
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388810117502025;2.176331106998868
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38555672191753;2.1833128838240348
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38684580634339;2.1830329573823155
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384057460784284;2.1790699132762197
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38548721548807;2.1822019530723127
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38339974214013;2.183292696570818
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384447175599156;2.184215572373349
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388108414220625;2.1768128384926984
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.382937954293865;2.1817895650198444
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38468746379906;2.18338465651396
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38582963021034;2.1788578393592632
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38491306745663;2.1832193016482986
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38494525201801;2.180822456696274
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38586154742726;2.18386188962155
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38829667961167;2.1810392089745143
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383410237948006;2.180496310078722
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38379677495827;2.1833421884907804
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.385423662319624;2.1829309540740147
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383511458255555;2.185398545167287
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.383625233196426;2.182858641890083
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388314368618516;2.1747505090741193
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.3834760626145;2.181979727192769
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.388661165795284;2.177152369471721
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.384881105136145;2.1778863843426417
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.38433421754218;2.1823719091392264
35;Ciutat Vella;Sant Pere. Santa Caterina i la Ribera;41.387956000781614;2.181177647116173
