Number;neighbourhood_group;neighbourhood;latitude;longitude
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40294046971829;2.211118673290098
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40896728412566;2.209847138994974
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40598175952209;2.2156031012913076
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40903476000723;2.2122424881275986
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40513701068023;2.213369463090874
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.404342705235216;2.215620849449446
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.41003519168484;2.2104511942186935
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.405785077743964;2.212034333157398
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40758242855141;2.2092242474390265
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40718598836629;2.2061997466444465
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40088448758333;2.209264044775887
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40870734566536;2.2116467134096323
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40742356217646;2.2050981681724617
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40360211487637;2.2141013060458383
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.407191950765316;2.2073223840666714
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.41092907084361;2.2174410559324262
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.4048574691112;2.208218781020759
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40639019508972;2.2165686722072304
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.405510483103384;2.2164169754005933
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.409916631720236;2.2108076819998406
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40582231970141;2.2063041706864914
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40816355529863;2.2174667153170935
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.404342868170524;2.211847252340704
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40937050000144;2.2112598816037905
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.405967358774724;2.212725845151089
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.406459515690884;2.212821363041517
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40064210931741;2.210297480808569
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40843922660428;2.2158445512607448
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40739541039694;2.212738394564935
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.4049671322457;2.2148694696548765
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40584369563935;2.214270401107865
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40922532756748;2.208441442865427
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.400429068887625;2.207844149280759
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.402199486149755;2.2120962486184577
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40524111927935;2.208832684703966
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40819896983288;2.214804022179106
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40277193948895;2.212001418732961
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40227201245815;2.209144703677375
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40313001895967;2.2128397992414457
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40806528217663;2.2168677849677936
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.40299015425883;2.2101480997136873
7;Sant Martí;Diagonal Mar i el Front Marítim del Poblenou;41.404377637788514;2.212899763390786
